check,fund,source_a,value_a,source_b,value_b,diff,flag
flow:mon2Sales,XR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,XR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XR,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon3Redemption,XR,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XSEM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XSEM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XSEM,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XSEM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XSEM,TB@20260624,341487.00,AP_orders,591487.00,-250000.00,REVIEW
flow:mon3Redemption,XSEM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XTAI,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XTAI,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XTAI,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XTAI,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XTAI,TB@20260624,310497.00,AP_orders,560497.00,-250000.00,REVIEW
flow:mon3Redemption,XTAI,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XURM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XURM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XURM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Redemption,XURM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XURM,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon3Redemption,XURM,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XVO,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XVO,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XVO,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XVO,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XVO,TB@20260624,243748.00,AP_orders,493748.00,-250000.00,REVIEW
flow:mon3Redemption,XVO,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,XVUG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XVUG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XVUG,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XVUG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XVUG,TB@20260624,342565.50,AP_orders,592565.50,-250000.00,REVIEW
flow:mon3Redemption,XVUG,TB@20260624,0.00,AP_orders,215947.00,-215947.00,REVIEW
flow:mon1Sales,XW,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Redemption,XW,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,XW,TB@20260624,250000.00,AP_orders,0.00,250000.00,REVIEW
flow:mon2Redemption,XW,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,XW,TB@20260624,0.00,AP_orders,250000.00,-250000.00,REVIEW
flow:mon3Redemption,XW,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon1Sales,YUNG,TB@20260624,125000.00,AP_orders,0.00,125000.00,REVIEW
flow:mon1Redemption,YUNG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon2Sales,YUNG,TB@20260624,1278068.00,AP_orders,1403068.00,-125000.00,REVIEW
flow:mon2Redemption,YUNG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Sales,YUNG,TB@20260624,0.00,AP_orders,0.00,0.00,
flow:mon3Redemption,YUNG,TB@20260624,0.00,AP_orders,0.00,0.00,
liabilities,ACLZ,mapped_amtPay,77.30,TB_total@20260624,77.30,0.00,
liabilities,ACMM,mapped_amtPay,105.76,TB_total@20260624,105.76,0.00,
liabilities,AV,mapped_amtPay,316.10,TB_total@20260624,316.10,0.00,
liabilities,BAY,mapped_amtPay,262.18,TB_total@20260624,262.18,0.00,
liabilities,BLCK,mapped_amtPay,305.52,TB_total@20260624,305.52,0.00,
liabilities,BREW,mapped_amtPay,449.41,TB_total@20260624,449.41,0.00,
liabilities,BRZX,mapped_amtPay,7076.68,TB_total@20260624,7076.68,0.00,
liabilities,BZZ,mapped_amtPay,960.22,TB_total@20260624,960.22,0.00,
liabilities,CAMC,mapped_amtPay,77.47,TB_total@20260624,77.47,0.00,
liabilities,CARX,mapped_amtPay,78.07,TB_total@20260624,78.07,0.00,
liabilities,CBIL,mapped_amtPay,305.48,TB_total@20260624,305.48,0.00,
liabilities,CBOT,mapped_amtPay,824.86,TB_total@20260624,824.86,0.00,
liabilities,CCPX,mapped_amtPay,17199.21,TB_total@20260624,17199.21,0.00,
liabilities,CGOV,mapped_amtPay,305.89,TB_total@20260624,305.89,0.00,
liabilities,CHYG,mapped_amtPay,265.28,TB_total@20260624,265.28,0.00,
liabilities,CIEI,mapped_amtPay,41.10,TB_total@20260624,41.10,0.00,
liabilities,CIVG,mapped_amtPay,54.44,TB_total@20260624,94.21,-39.77,REVIEW
liabilities,CJUN,mapped_amtPay,309.62,TB_total@20260624,309.62,0.00,
liabilities,CMAG,mapped_amtPay,9319.20,TB_total@20260624,9319.20,0.00,
liabilities,CMAY,mapped_amtPay,1269.05,TB_total@20260624,1269.05,0.00,
liabilities,CQTM,mapped_amtPay,2440.07,TB_total@20260624,2440.07,0.00,
liabilities,CRUC,mapped_amtPay,78.37,TB_total@20260624,78.37,0.00,
liabilities,CTJN,mapped_amtPay,239.86,TB_total@20260624,239.86,0.00,
liabilities,CTMA,mapped_amtPay,597.71,TB_total@20260624,597.71,0.00,
liabilities,CUST,mapped_amtPay,106.88,TB_total@20260624,106.88,0.00,
liabilities,DIPR,mapped_amtPay,902.51,TB_total@20260624,902.51,0.00,
liabilities,DOCK,mapped_amtPay,437.79,TB_total@20260624,437.79,0.00,
liabilities,EMJN,mapped_amtPay,315.64,TB_total@20260624,315.64,0.00,
liabilities,EMMY,mapped_amtPay,617.63,TB_total@20260624,617.63,0.00,
liabilities,EMXX,mapped_amtPay,5184.62,TB_total@20260624,5184.62,0.00,
liabilities,EUV,mapped_amtPay,2807055.08,TB_total@20260624,2807055.08,0.00,
liabilities,EUVX,mapped_amtPay,31338.92,TB_total@20260624,31338.92,0.00,
liabilities,EYES,mapped_amtPay,732.47,TB_total@20260624,732.47,0.00,
liabilities,FDRS,mapped_amtPay,31344.30,TB_total@20260624,31344.30,0.00,
liabilities,FDRX,mapped_amtPay,533718.36,TB_total@20260624,533718.36,0.00,
liabilities,GASZ,mapped_amtPay,2062.24,TB_total@20260624,2062.24,0.00,
liabilities,GLAM,mapped_amtPay,324.11,TB_total@20260624,324.11,0.00,
liabilities,GNMX,mapped_amtPay,340.68,TB_total@20260624,340.68,0.00,
liabilities,HJUN,mapped_amtPay,253.21,TB_total@20260624,253.21,0.00,
liabilities,HMAY,mapped_amtPay,610.65,TB_total@20260624,610.65,0.00,
liabilities,HULL,mapped_amtPay,642.98,TB_total@20260624,642.98,0.00,
liabilities,IDJN,mapped_amtPay,309.29,TB_total@20260624,309.29,0.00,
liabilities,IDMY,mapped_amtPay,609.37,TB_total@20260624,609.37,0.00,
liabilities,JOUL,mapped_amtPay,1737.42,TB_total@20260624,1737.42,0.00,
liabilities,JUNC,mapped_amtPay,277.33,TB_total@20260624,277.33,0.00,
liabilities,KEYX,mapped_amtPay,77.68,TB_total@20260624,77.68,0.00,
liabilities,KRWX,mapped_amtPay,25397.58,TB_total@20260624,25397.58,0.00,
liabilities,KYC,mapped_amtPay,323.40,TB_total@20260624,323.40,0.00,
liabilities,LASC,mapped_amtPay,77.98,TB_total@20260624,77.98,0.00,
liabilities,LATR,mapped_amtPay,345.59,TB_total@20260624,345.59,0.00,
liabilities,LRNX,mapped_amtPay,78.22,TB_total@20260624,78.22,0.00,
liabilities,MAYC,mapped_amtPay,553.88,TB_total@20260624,553.88,0.00,
liabilities,MGKX,mapped_amtPay,9483.84,TB_total@20260624,9483.84,0.00,
liabilities,MNSX,mapped_amtPay,78.07,TB_total@20260624,78.07,0.00,
liabilities,MSIX,mapped_amtPay,77.77,TB_total@20260624,77.77,0.00,
liabilities,NYNY,mapped_amtPay,189.07,TB_total@20260624,189.07,0.00,
liabilities,ODDZ,mapped_amtPay,379.80,TB_total@20260624,379.80,0.00,
liabilities,ONTX,mapped_amtPay,78.03,TB_total@20260624,78.03,0.00,
liabilities,OWN,mapped_amtPay,694.78,TB_total@20260624,694.78,0.00,
liabilities,PTNT,mapped_amtPay,342.25,TB_total@20260624,342.25,0.00,
liabilities,QJN,mapped_amtPay,238.33,TB_total@20260624,238.33,0.00,
liabilities,QMY,mapped_amtPay,609.62,TB_total@20260624,609.62,0.00,
liabilities,QQJN,mapped_amtPay,276.89,TB_total@20260624,276.89,0.00,
liabilities,QQMY,mapped_amtPay,610.33,TB_total@20260624,610.33,0.00,
liabilities,RMBC,mapped_amtPay,77.49,TB_total@20260624,77.49,0.00,
liabilities,SCJN,mapped_amtPay,242.40,TB_total@20260624,242.40,0.00,
liabilities,SCMY,mapped_amtPay,599.13,TB_total@20260624,599.13,0.00,
liabilities,SIMX,mapped_amtPay,78.05,TB_total@20260624,78.05,0.00,
liabilities,STYL,mapped_amtPay,333.62,TB_total@20260624,333.62,0.00,
liabilities,TAJX,mapped_amtPay,4722.63,TB_total@20260624,4722.63,0.00,
liabilities,TPLX,mapped_amtPay,78.90,TB_total@20260624,78.90,0.00,
liabilities,UMCX,mapped_amtPay,77.52,TB_total@20260624,77.52,0.00,
liabilities,USX,mapped_amtPay,3988.13,TB_total@20260624,3988.13,0.00,
liabilities,VBX,mapped_amtPay,3542.91,TB_total@20260624,3542.91,0.00,
liabilities,VOOX,mapped_amtPay,6049.71,TB_total@20260624,6049.71,0.00,
liabilities,WATS,mapped_amtPay,493.81,TB_total@20260624,493.81,0.00,
liabilities,WEBX,mapped_amtPay,15783.08,TB_total@20260624,15783.08,0.00,
liabilities,WNDR,mapped_amtPay,340.20,TB_total@20260624,340.20,0.00,
liabilities,WR,mapped_amtPay,782.02,TB_total@20260624,782.02,0.00,
liabilities,WX,mapped_amtPay,5627.05,TB_total@20260624,5627.05,0.00,
liabilities,XA,mapped_amtPay,616.19,TB_total@20260624,616.19,0.00,
liabilities,XAGI,mapped_amtPay,22619.74,TB_total@20260624,22619.74,0.00,
liabilities,XBIX,mapped_amtPay,5117.18,TB_total@20260624,5117.18,0.00,
liabilities,XCOM,mapped_amtPay,14256.48,TB_total@20260624,14256.48,0.00,
liabilities,XEUR,mapped_amtPay,3826.92,TB_total@20260624,3826.92,0.00,
liabilities,XHOA,mapped_amtPay,2419.16,TB_total@20260624,2419.16,0.00,
liabilities,XIWC,mapped_amtPay,8405.44,TB_total@20260624,8405.44,0.00,
liabilities,XKRE,mapped_amtPay,4739.54,TB_total@20260624,4739.54,0.00,
liabilities,XLBX,mapped_amtPay,7057.36,TB_total@20260624,7057.36,0.00,
liabilities,XLEX,mapped_amtPay,8799.42,TB_total@20260624,8799.42,0.00,
liabilities,XLFX,mapped_amtPay,4095.15,TB_total@20260624,4095.15,0.00,
liabilities,XLIX,mapped_amtPay,4060.89,TB_total@20260624,4060.89,0.00,
liabilities,XLKX,mapped_amtPay,15390.88,TB_total@20260624,15390.88,0.00,
liabilities,XLPX,mapped_amtPay,4149.71,TB_total@20260624,4149.71,0.00,
liabilities,XLUX,mapped_amtPay,1994.35,TB_total@20260624,1994.35,0.00,
liabilities,XLVX,mapped_amtPay,5541.64,TB_total@20260624,5541.64,0.00,
liabilities,XLYX,mapped_amtPay,2722.29,TB_total@20260624,2722.29,0.00,
liabilities,XPAV,mapped_amtPay,2371.12,TB_total@20260624,2371.12,0.00,
liabilities,XSEM,mapped_amtPay,17877.61,TB_total@20260624,17877.61,0.00,
liabilities,XTAI,mapped_amtPay,12876.96,TB_total@20260624,12876.96,0.00,
liabilities,XVO,mapped_amtPay,3134.42,TB_total@20260624,3134.42,0.00,
liabilities,XVUG,mapped_amtPay,9812.56,TB_total@20260624,9812.56,0.00,
liabilities,XW,mapped_amtPay,3503.40,TB_total@20260624,3503.40,0.00,
liabilities,YUNG,mapped_amtPay,338.96,TB_total@20260624,338.96,0.00,
